en,pa
"We use your data (including your communications) for security purposes or to prevent or investigate possible fraud or other violations of our Terms of Service and/or attempts to harm our Members, Visitors or others.","ਅਸੀਂ ਸੁਰੱਖਿਆ ਉਦੇਸ਼ਾਂ ਲਈ ਜਾਂ ਸਾਡੀ ਸੇਵਾ ਦੀਆਂ ਸ਼ਰਤਾਂ ਅਤੇ/ਜਾਂ ਸਾਡੇ ਮੈਂਬਰਾਂ, ਮਹਿਮਾਨਾਂ ਜਾਂ ਹੋਰਾਂ ਨੂੰ ਨੁਕਸਾਨ ਪਹੁੰਚਾਉਣ ਦੀਆਂ ਕੋਸ਼ਿਸ਼ਾਂ ਦੀ ਸੰਭਾਵੀ ਧੋਖਾਧੜੀ ਜਾਂ ਹੋਰ ਉਲੰਘਣਾਵਾਂ ਨੂੰ ਰੋਕਣ ਜਾਂ ਜਾਂਚ ਕਰਨ ਲਈ ਤੁਹਾਡੇ ਅੰਕੜਿਆਂ (ਤੁਹਾਡੇ ਸੰਚਾਰਾਂ ਸਮੇਤ) ਦੀ ਵਰਤੋਂ ਕਰਦੇ ਹਾਂ।"
"The Poshan Tracker system is regularly audited by auditors engaged by MWCD, for security and scalability of the system. The records may be used for such audits.","ਸਿਸਟਮ ਦੀ ਸੁਰੱਖਿਆ ਅਤੇ ਸਕੇਲੇਬਿਲਟੀ ਲਈ, ਪੋਸ਼ਣ ਟਰੈਕਰ ਸਿਸਟਮ ਦਾ ਨਿਯਮਿਤ ਤੌਰ 'ਤੇ ਐਮਡਬਲਿਊਸੀਡੀ (MWCD) ਦੁਆਰਾ ਲੱਗੇ ਆਡੀਟਰਾਂ ਦੁਆਰਾ ਆਡਿਟ ਕੀਤਾ ਜਾਂਦਾ ਹੈ। ਅਜਿਹੇ ਆਡਿਟ ਲਈ ਰਿਕਾਰਡ ਦੀ ਵਰਤੋਂ ਕੀਤੀ ਜਾ ਸਕਦੀ ਹੈ।"
2.5. Research and operational activities.,2.5. ਖੋਜ ਅਤੇ ਸੰਚਾਲਨ ਗਤੀਵਿਧੀਆਂ।
"We also use the data to operate our services, which includes analyzing our performance, meeting our legal obligations, developing our workforce, and doing research. We may also use the information to perform certain necessary operation for improvement of the System and for all acts incidental or ancillary to the provision of the System and for developing and providing new technologies and services.","ਅਸੀਂ ਆਪਣੀਆਂ ਸੇਵਾਵਾਂ ਨੂੰ ਚਲਾਉਣ ਲਈ ਵੀ ਅੰਕੜਿਆਂ ਦੀ ਵਰਤੋਂ ਕਰਦੇ ਹਾਂ, ਜਿਸ ਵਿੱਚ ਸਾਡੀ ਕਾਰਗੁਜ਼ਾਰੀ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ ਕਰਨਾ, ਸਾਡੀਆਂ ਕਾਨੂੰਨੀ ਜ਼ਿੰਮੇਵਾਰੀਆਂ ਨੂੰ ਪੂਰਾ ਕਰਨਾ, ਸਾਡੇ ਕਰਮਚਾਰੀਆਂ ਦਾ ਵਿਕਾਸ ਕਰਨਾ ਅਤੇ ਖੋਜ ਕਰਨਾ ਸ਼ਾਮਲ ਹੈ। ਅਸੀਂ ਜਾਣਕਾਰੀ ਦੀ ਵਰਤੋਂ ਸਿਸਟਮ ਦੇ ਸੁਧਾਰ ਲਈ ਅਤੇ ਸਿਸਟਮ ਦੇ ਪ੍ਰਬੰਧ ਨਾਲ ਸੰਬੰਧਿਤ ਜਾਂ ਸਹਾਇਕ ਕਾਰਵਾਈਆਂ ਅਤੇ ਨਵੀਆਂ ਤਕਨਾਲੋਜੀਆਂ ਅਤੇ ਸੇਵਾਵਾਂ ਦੇ ਵਿਕਾਸ ਅਤੇ ਪ੍ਰਦਾਨ ਕਰਨ ਲਈ ਕੁਝ ਜ਼ਰੂਰੀ ਕਾਰਵਾਈਆਂ ਕਰਨ ਲਈ ਵੀ ਕਰ ਸਕਦੇ ਹਾਂ।"
2.6. Surveys and Feedbacks.,2.6. ਸਰਵੇਖਣ ਅਤੇ ਆਡਿਟ (ਪ੍ਰਤੀ ਪੁਸ਼ਟੀ)।
"The System also takes feedback about system performance and experience. Information on name, mobile number, date of registration and health status may be used for these purposes","ਸਿਸਟਮ, ਸਿਸਟਮ ਦੀ ਕਾਰਗੁਜ਼ਾਰੀ ਅਤੇ ਅਨੁਭਵ ਬਾਰੇ ਆਡਿਟ ਵੀ ਕਰਦਾ ਹੈ। ਨਾਮ, ਮੋਬਾਈਲ ਨੰਬਰ, ਰਜਿਸਟ੍ਰੇਸ਼ਨ ਦੀ ਮਿਤੀ ਅਤੇ ਸਿਹਤ ਸਥਿਤੀ ਬਾਰੇ ਜਾਣਕਾਰੀ ਇਹਨਾਂ ਉਦੇਸ਼ਾਂ ਲਈ ਵਰਤੀ ਜਾ ਸਕਦੀ ਹੈ"
3. SHARING OF INFORMATION,3. ਜਾਣਕਾਰੀ ਸਾਂਝੀ ਕਰਨਾ
3.1. Tracking health progress.,3.1. ਸਿਹਤ ਦੀ ਵਿਕਾਸ ਅਵਸਥਾ ਨੂੰ ਟਰੈਕ ਕਰਨਾ।
"The personal information collected from you at the time of registration under Clause 1 above, will be stored securely and only be used by the Government of India or State Govts for the purpose of tracking health progress and status, generating reports, heat maps and other statistical visualizations for the purpose of the management of Poshan Tracker in the country,. Your Reference ID (Mobile number) will only be co-related with your personal information in order to communicate to you through SMS as per the clause 1 above.","ਉਪਰੋਕਤ ਧਾਰਾ 1 ਦੇ ਤਹਿਤ ਰਜਿਸਟਰੇਸ਼ਨ ਦੇ ਸਮੇਂ ਤੁਹਾਡੇ ਤੋਂ ਇਕੱਠੀ ਕੀਤੀ ਗਈ ਨਿੱਜੀ ਜਾਣਕਾਰੀ ਨੂੰ ਸੁਰੱਖਿਅਤ ਢੰਗ ਨਾਲ ਸਟੋਰ ਕੀਤਾ ਜਾਵੇਗਾ ਅਤੇ ਸਿਰਫ਼ ਭਾਰਤ ਸਰਕਾਰ ਜਾਂ ਰਾਜ ਸਰਕਾਰਾਂ ਦੁਆਰਾ ਸਿਹਤ ਦੇ ਵਿਕਾਸ ਅਤੇ ਸਥਿਤੀ ਨੂੰ ਟਰੈਕ ਕਰਨ, ਰਿਪੋਰਟਾਂ ਬਣਾਉਣ, ਹੀਟ ਨਕਸ਼ੇ ਅਤੇ ਹੋਰ ਅੰਕੜਿਆਂ ਸੰਬੰਧੀ ਦ੍ਰਿਸ਼ਟੀਕੋਣ, ਦੇਸ਼ ਵਿੱਚ ਪੋਸ਼ਣ ਟਰੈਕਰ ਦੇ ਪ੍ਰਬੰਧਨ ਦੇ ਲਈ ਵਰਤਿਆ ਜਾਵੇਗਾ। ਤੁਹਾਡੀ ਸੰਦਰਭ ਆਈਡੀ (ਮੋਬਾਈਲ ਨੰਬਰ) ਉਪਰੋਕਤ ਧਾਰਾ 1 ਦੇ ਅਨੁਸਾਰ ਤੁਹਾਡੇ ਨਾਲ SMS ਦੁਆਰਾ ਸੰਚਾਰ ਕਰਨ ਲਈ ਤੁਹਾਡੀ ਨਿੱਜੀ ਜਾਣਕਾਰੀ ਨਾਲ ਹੀ ਸਬੰਧਤ ਹੋਵੇਗੀ।"
"We do not disclose or transfer your information to any other third parties without your consent, unless such disclosure or transfer is:","ਅਸੀਂ ਤੁਹਾਡੀ ਸਹਿਮਤੀ ਤੋਂ ਬਿਨਾਂ ਕਿਸੇ ਹੋਰ ਤੀਜੀ ਧਿਰ ਨੂੰ ਤੁਹਾਡੀ ਜਾਣਕਾਰੀ ਦਾ ਖੁਲਾਸਾ ਜਾਂ ਟ੍ਰਾਂਸਫਰ ਨਹੀਂ ਕਰਦੇ, ਜਦੋਂ ਤੱਕ ਕਿ ਅਜਿਹਾ ਖੁਲਾਸਾ ਜਾਂ ਟ੍ਰਾਂਸਫਰ:"
1. Required in order to comply with any applicable law or court order or direction; or,1. ਕਿਸੇ ਵੀ ਲਾਗੂ ਕਾਨੂੰਨ ਜਾਂ ਅਦਾਲਤ ਦੇ ਆਦੇਸ਼ ਜਾਂ ਨਿਰਦੇਸ਼ਾਂ ਦੀ ਪਾਲਣਾ ਕਰਨ ਲਈ ਲੋੜੀਂਦਾ ਹੈ; ਜਾਂ
"2. Requested by any appropriate Governmental agency as per applicable law for the purpose of, inter alia, verification of identity, prevention, detection, investigation, prosecution or punishment of any offences or incidents.","2. ਕਿਸੇ ਵੀ ਉਚਿਤ ਸਰਕਾਰੀ ਏਜੰਸੀ ਦੁਆਰਾ ਕਿਸੇ ਵੀ ਅਪਰਾਧ ਜਾਂ ਘਟਨਾਵਾਂ ਦੀ ਪਛਾਣ ਦੀ ਤਸਦੀਕ, ਰੋਕਥਾਮ, ਖੋਜ, ਜਾਂਚ, ਮੁਕੱਦਮਾ ਚਲਾਉਣ ਜਾਂ ਸਜ਼ਾ ਦੇ ਉਦੇਸ਼ ਨਾਲ, ਲਾਗੂ ਕਾਨੂੰਨ ਦੇ ਅਨੁਸਾਰ ਬੇਨਤੀ ਕੀਤੀ ਗਈ ਹੋਵੇ।"
3.2. Legal Disclosures.,3.2. ਕਾਨੂੰਨੀ ਖੁਲਾਸੇ।
"We may access, preserve and share your information in response to a legal request, subpoena, or other legal process or if we have a good faith belief that disclosure is reasonably necessary to (1) investigate, prevent or take action regarding fraud or  illegal activities or to assist government enforcement agencies; (2) enforce our agreements with you; (3) investigate and defend ourselves against any third-party claims or allegations; (4) protect the security or integrity of our Services (such as by sharing with companies facing similar threats); or (5) exercise or protect the rights and safety of any person.","ਅਸੀਂ ਕਿਸੇ ਕਾਨੂੰਨੀ ਬੇਨਤੀ, ਸੰਮਨ, ਜਾਂ ਹੋਰ ਕਾਨੂੰਨੀ ਪ੍ਰਕਿਰਿਆ ਦੇ ਜਵਾਬ ਵਿੱਚ ਤੁਹਾਡੀ ਜਾਣਕਾਰੀ ਸੁਰੱਖਿਅਤ ਅਤੇ ਸਾਂਝੀ ਕਰ ਸਕਦੇ ਹਾਂ ਜਾਂ ਜੇਕਰ ਸਾਨੂੰ ਚੰਗੀ ਤਰ੍ਹਾਂ ਵਿਸ਼ਵਾਸ ਹੈ ਕਿ (1) ਧੋਖਾਧੜੀ ਜਾਂ ਗੈਰ-ਕਾਨੂੰਨੀ ਗਤੀਵਿਧੀਆਂ ਦੀ ਜਾਂਚ, ਰੋਕਥਾਮ ਜਾਂ ਕਾਰਵਾਈ ਕਰਨ ਲਈ ਖੁਲਾਸਾ ਕਰਨਾ ਉਚਿਤ ਤੌਰ 'ਤੇ ਜ਼ਰੂਰੀ ਹੈ। ਜਾਂ ਸਰਕਾਰੀ ਲਾਗੂ ਕਰਨ ਵਾਲੀਆਂ ਏਜੰਸੀਆਂ ਦੀ ਮਦਦ ਕਰਨ ਲਈ; (2) ਤੁਹਾਡੇ ਨਾਲ ਸਾਡੇ ਲਾਗੂ ਹੋਏ ਸਮਝੌਤੇ ਤਹਿਤ; (3) ਕਿਸੇ ਵੀ ਤੀਜੀ-ਧਿਰ ਦੇ ਦਾਅਵਿਆਂ ਜਾਂ ਦੋਸ਼ਾਂ ਦੇ ਵਿਰੁੱਧ ਆਪਣੀ ਜਾਂਚ ਅਤੇ ਬਚਾਅ ਲਈ; (4) ਸਾਡੀਆਂ ਸੇਵਾਵਾਂ ਦੀ ਸੁਰੱਖਿਆ ਜਾਂ ਅਖੰਡਤਾ ਦੀ ਰੱਖਿਆ ਲਈ (ਜਿਵੇਂ ਕਿ ਸਮਾਨ ਖਤਰਿਆਂ ਦਾ ਸਾਹਮਣਾ ਕਰ ਰਹੀਆਂ ਕੰਪਨੀਆਂ ਨਾਲ ਸਾਂਝਾ ਕਰਕੇ); ਜਾਂ (5) ਕਿਸੇ ਵਿਅਕਤੀ ਦੇ ਅਧਿਕਾਰਾਂ ਅਤੇ ਸੁਰੱਖਿਆ ਦੀ ਵਰਤੋਂ ਜਾਂ ਸੁਰੱਖਿਆ ਕਰਨਾ।"
4. RETENTION,4. ਧਾਰਨਾ
"All personal information collected from you under Clause 1 at the time of registration will be retained for as long as your record remains in existence and if any medical or administrative interventions have been commenced under Clause 2, subject to Clause4(b) below, for such period thereafter as is required for such interventions to be completed.","ਰਜਿਸਟ੍ਰੇਸ਼ਨ ਦੇ ਸਮੇਂ ਦਫ਼ਾ 1 ਦੇ ਤਹਿਤ ਤੁਹਾਡੇ ਤੋਂ ਇਕੱਠੀ ਕੀਤੀ ਗਈ ਸਾਰੀ ਨਿੱਜੀ ਜਾਣਕਾਰੀ ਉਦੋਂ ਤੱਕ ਬਰਕਰਾਰ ਰੱਖੀ ਜਾਵੇਗੀ ਜਦੋਂ ਤੱਕ ਤੁਹਾਡਾ ਰਿਕਾਰਡ ਮੌਜੂਦ ਰਹੇਗਾ ਅਤੇ ਜੇਕਰ ਦਫ਼ਾ 2 ਦੇ ਅਧੀਨ ਕੋਈ ਡਾਕਟਰੀ ਜਾਂ ਪ੍ਰਸ਼ਾਸਨਿਕ ਦਖਲਅੰਦਾਜ਼ੀ ਸ਼ੁਰੂ ਕੀਤੀ ਗਈ ਹੈ, ਤਾਂ ਹੇਠਾਂ ਦਫ਼ਾ 4(ਬੀ) ਦੇ ਅਧੀਨ, ਇਸ ਤੋਂ ਬਾਅਦ ਦੀ ਅਵਧੀ ਲਈ ਅਜਿਹੀ ਦਖਲਅੰਦਾਜ਼ੀ ਨੂੰ ਪੂਰਾ ਕਰਨ ਲਈ ਲੋੜੀਂਦਾ ਹੈ।"
"All personal information collected under Clauses 1 will be retained on the application Server, to the extent that such information relates to people who have been registered for the event.","ਦਫ਼ਾ 1 ਦੇ ਤਹਿਤ ਇਕੱਤਰ ਕੀਤੀ ਗਈ ਸਾਰੀ ਨਿੱਜੀ ਜਾਣਕਾਰੀ ਐਪਲੀਕੇਸ਼ਨ ਇਸ ਹੱਦ ਤੱਕ ਸਰਵਰ 'ਤੇ ਰੱਖੀ ਜਾਵੇਗੀ, ਕਿ ਅਜਿਹੀ ਜਾਣਕਾਰੀ ਉਹਨਾਂ ਲੋਕਾਂ ਨਾਲ ਸਬੰਧਤ ਹੈ ਜੋ ਘਟਨਾ ਲਈ ਰਜਿਸਟਰ ਕੀਤੇ ਗਏ ਹਨ।"
"Nothing set out herein shall apply to the anonymized, aggregated datasets generated by the personal data of registered users of Poshan Tracker or any reports, heat maps or other visualization created using such datasets.","ਇੱਥੇ ਦੱਸੀ ਗਈ ਕੋਈ ਵੀ ਚੀਜ਼ ਪੋਸ਼ਣ ਟਰੈਕਰ ਦੇ ਰਜਿਸਟਰਡ ਉਪਭੋਗਤਾਵਾਂ ਦੇ ਨਿੱਜੀ ਅੰਕੜਿਆਂ ਦੀ ਵਰਤੋਂ ਕਰਕੇ ਬਣਾਏ ਗਏ ਅਗਿਆਤ ਜਾਂ ਸਮੁਚੇ ਅੰਕੜਾ ਸਮੂਹ ਜਾਂ ਕੋਈ ਰਿਪੋਰਟਾਂ, ਹੀਟ ਮੈਪ ਜਾਂ ਹੋਰ ਦ੍ਰਿਸ਼ਟੀਕੋਣ ਦੁਆਰਾ ਇਕੱਠੇ ਕੀਤੇ ਅੰਕੜਾ ਸਮੂਹ 'ਤੇ ਲਾਗੂ ਨਹੀਂ ਹੋਵੇਗੀ।"
5. RIGHTS,5. ਅਧਿਕਾਰ
"As a registered user, you have the right to access your profile at any time. Although, the changes can only be done as prescribed by the Poshan Tracker system from time to time.","ਇੱਕ ਰਜਿਸਟਰਡ ਉਪਭੋਗਤਾ ਵਜੋਂ, ਤੁਹਾਡੇ ਕੋਲ ਕਿਸੇ ਵੀ ਸਮੇਂ ਆਪਣੀ ਪ੍ਰੋਫਾਈਲ ਖੋਲ੍ਹਣ ਦਾ ਅਧਿਕਾਰ ਹੈ। ਹਾਲਾਂਕਿ, ਸਮੇਂ-ਸਮੇਂ 'ਤੇ ਪੋਸ਼ਣ ਟਰੈਕਰ ਸਿਸਟਮ ਦੁਆਰਾ ਨਿਰਧਾਰਿਤ ਤੌਰ 'ਤੇ ਤਬਦੀਲੀਆਂ ਕੀਤੀਆਂ ਜਾ ਸਕਦੀਆਂ ਹਨ।"
You cannot manage the communications that you receive from us or how you receive them.,ਤੁਸੀਂ ਉਹਨਾਂ ਸੰਚਾਰਾਂ ਦਾ ਪ੍ਰਬੰਧਨ ਨਹੀਂ ਕਰ ਸਕਦੇ ਜੋ ਤੁਸੀਂ ਸਾਡੇ ਤੋਂ ਪ੍ਰਾਪਤ ਕਰਨੇ ਹਨ ਜਾਂ ਕਿਵੇਂ ਪ੍ਰਾਪਤ ਕਰਨੇ ਹਨ।
6. DATA SECURITY,6. ਅੰਕੜਿਆਂ ਦੀ ਸੁਰੱਖਿਆ
"Poshan Tracker Platform has reasonable security measures and safeguards in place to protect your privacy and personal information from loss, misuse, unauthorized access, disclosure, destruction, and alteration of the information in compliance with applicable laws. Further, whenever you change or access your account on the System or any information relating to it, we offer the use of a secure server. It is further clarified that you have, so long as you access and/or use the System (directly or indirectly), the obligation to ensure that you, shall at all times, take adequate physical, managerial, and technical safeguards, at your end, to preserve the integrity and security of your data which shall include and not be limited to your personal information.","ਪੋਸ਼ਣ ਟਰੈਕਰ ਪਲੇਟਫਾਰਮ ਵਿੱਚ ਤੁਹਾਡੀ ਗੋਪਨੀਅਤਾ ਅਤੇ ਨਿੱਜੀ ਜਾਣਕਾਰੀ ਨੂੰ ਨੁਕਸਾਨ, ਦੁਰਵਰਤੋਂ, ਅਣਅਧਿਕਾਰਤ ਪ੍ਰਵੇਸ਼, ਖੁਲਾਸੇ, ਤਬਾਹੀ, ਅਤੇ ਲਾਗੂ ਕਾਨੂੰਨਾਂ ਦੀ ਪਾਲਣਾ ਵਿੱਚ ਜਾਣਕਾਰੀ ਦੇ ਬਦਲਾਅ ਤੋਂ ਬਚਾਉਣ ਲਈ ਉਚਿਤ ਸੁਰੱਖਿਆ ਉਪਾਅ ਅਤੇ ਅਨੁਕੂਲ ਪ੍ਰਬੰਧ ਹਨ। ਇਸ ਤੋਂ ਇਲਾਵਾ, ਜਦੋਂ ਵੀ ਤੁਸੀਂ ਸਿਸਟਮ 'ਤੇ ਆਪਣੇ ਖਾਤੇ ਜਾਂ ਇਸ ਨਾਲ ਸਬੰਧਤ ਕਿਸੇ ਵੀ ਜਾਣਕਾਰੀ ਨੂੰ ਬਦਲਦੇ ਜਾਂ ਐਕਸੈਸ ਕਰਦੇ ਹੋ, ਅਸੀਂ ਇੱਕ ਸੁਰੱਖਿਅਤ ਸਰਵਰ ਦੀ ਵਰਤੋਂ ਦੀ ਪੇਸ਼ਕਸ਼ ਕਰਦੇ ਹਾਂ। ਅੱਗੋਂ ਇਹ ਵੀ ਸਪੱਸ਼ਟ ਕੀਤਾ ਜਾਂਦਾ ਹੈ ਕਿ ਜਦੋਂ ਤੱਕ ਤੁਸੀਂ ਸਿਸਟਮ ਤੇ (ਸਿੱਧੇ ਜਾਂ ਅਸਿੱਧੇ ਤੌਰ 'ਤੇ) ਪ੍ਰਵੇਸ਼ ਕਰਦੇ ਹੋ ਅਤੇ/ਜਾਂ ਵਰਤਦੇ ਹੋ, ਤੁਹਾਡੀ ਇਹ ਯਕੀਨੀ ਬਣਾਉਣ ਦੀ ਜ਼ਿੰਮੇਵਾਰੀ ਹੈ ਕਿ ਤੁਸੀਂ, ਤੁਹਾਡੇ ਅੰਕੜਿਆਂ ਦੀ ਅਖੰਡਤਾ ਅਤੇ ਸੁਰੱਖਿਆ ਨੂੰ ਸੁਰੱਖਿਅਤ ਰੱਖਣ ਲਈ ਜਿਸ ਵਿੱਚ ਤੁਹਾਡੀ ਨਿੱਜੀ ਜਾਣਕਾਰੀ ਸ਼ਾਮਲ ਹੋਵੇਗੀ ਅਤੇ ਇਸ ਤੱਕ ਸੀਮਿਤ ਨਹੀਂ ਹੋਵੇਗੀ, ਹਰ ਸਮੇਂ, ਆਪਣੇ ਵਲੋਂ ਢੁਕਵੇਂ ਭੌਤਿਕ, ਪ੍ਰਬੰਧਕੀ, ਅਤੇ ਤਕਨੀਕੀ ਸੁਰੱਖਿਆ ਉਪਾਅ ਕਰੋਗੇ।"
7. CHANGES TO PRIVACY POLICY,7. ਗੋਪਨੀਅਤਾ ਨੀਤੀ ਵਿੱਚ ਤਬਦੀਲੀਆਂ
"Poshan Tracker reserve the unconditional right to change, modify, add, or remove any part of this Privacy Policy at any time, without specifically notifying you of such changes. Any changes or updates will be effective immediately. You should review this Privacy Policy regularly for changes.","ਪੋਸ਼ਣ ਟ੍ਰੈਕਰ ਇਸ ਗੋਪਨੀਅਤਾ ਨੀਤੀ ਦੇ ਕਿਸੇ ਵੀ ਹਿੱਸੇ ਨੂੰ ਕਿਸੇ ਵੀ ਸਮੇਂ ਬਦਲਣ, ਸੋਧਣ, ਜੋੜਨ ਜਾਂ ਹਟਾਉਣ ਦਾ, ਤੁਹਾਨੂੰ ਅਜਿਹੀਆਂ ਤਬਦੀਲੀਆਂ ਬਾਰੇ ਵਿਸ਼ੇਸ਼ ਤੌਰ 'ਤੇ ਸੂਚਿਤ ਕੀਤੇ ਬਿਨਾਂ, ਬਗੈਰ ਸ਼ਰਤ ਅਧਿਕਾਰਾਖਵਾਂ ਰੱਖਦਾ ਹੈ। ਕੋਈ ਵੀ ਬਦਲਾਅ ਜਾਂ ਅੱਪਡੇਟ ਤੁਰੰਤ ਪ੍ਰਭਾਵੀ ਹੋਣਗੇ। ਤੁਹਾਨੂੰ ਤਬਦੀਲੀਆਂ ਲਈ ਨਿਯਮਿਤ ਤੌਰ 'ਤੇ ਇਸ ਗੋਪਨੀਅਤਾ ਨੀਤੀ ਦੀ ਸਮੀਖਿਆ ਕਰਨੀ ਚਾਹੀਦੀ ਹੈ।"
"We will use commercially reasonable efforts to generally notify all users of any material changes to this Privacy Policy, such as through a notice on the System. However, as a user of the System, you should regularly check the Privacy Policy for any changes. We will also update the “Last Updated” date at the top of this Privacy Policy, which reflects the effective date of this Privacy Policy. Your continued access or use of the System after the date of the new Privacy Policy constitutes your acceptance of the new Privacy Policy. If you do not agree to the new Privacy Policy, you must stop accessing and/or using the System. You hereby acknowledge that any collection, storage, processing or other use of your information shall be governed by the Privacy Policy as applicable at the time of such collection, storage, processing or other use.","ਅਸੀਂ ਆਮ ਤੌਰ 'ਤੇ ਇਸ ਗੋਪਨੀਅਤਾ ਨੀਤੀ ਵਿੱਚ ਕਿਸੇ ਵੀ ਸਮੱਗਰੀ ਦੀਆਂ ਤਬਦੀਲੀਆਂ ਬਾਰੇ ਸਾਰੇ ਉਪਭੋਗਤਾਵਾਂ ਨੂੰ ਸੂਚਿਤ ਕਰਨ ਲਈ ਵਪਾਰਕ ਤੌਰ 'ਤੇ ਉਚਿਤ ਯਤਨਾਂ ਜਿਵੇਂ ਕਿ ਸਿਸਟਮ 'ਤੇ ਨੋਟਿਸ ਰਾਹੀਂ, ਦੀ ਵਰਤੋਂ ਕਰਾਂਗੇ। ਹਾਲਾਂਕਿ, ਸਿਸਟਮ ਦੇ ਉਪਭੋਗਤਾ ਹੋਣ ਦੇ ਨਾਤੇ, ਤੁਹਾਨੂੰ ਕਿਸੇ ਵੀ ਬਦਲਾਅ ਲਈ ਨਿਯਮਿਤ ਤੌਰ 'ਤੇ ਗੋਪਨੀਯਤਾ ਨੀਤੀ ਦੀ ਜਾਂਚ ਕਰਨੀ ਚਾਹੀਦੀ ਹੈ। ਅਸੀਂ ਇਸ ਗੋਪਨੀਅਤਾ ਨੀਤੀ ਦੇ ਸਿਖਰ 'ਤੇ ""ਆਖਰੀ ਅੱਪਡੇਟ ਹੋਇਆ"" ਮਿਤੀ ਨੂੰ ਵੀ ਅੱਪਡੇਟ ਕਰਾਂਗੇ, ਜੋ ਇਸ ਗੋਪਨੀਅਤਾ ਨੀਤੀ ਦੀ ਪ੍ਰਭਾਵੀ ਮਿਤੀ ਨੂੰ ਦਰਸਾਉਂਦੀ ਹੈ। ਨਵੀਂ ਗੋਪਨੀਅਤਾ ਨੀਤੀ ਦੀ ਮਿਤੀ ਤੋਂ ਬਾਅਦ ਸਿਸਟਮ ਦੀ ਤੁਹਾਡੀ ਨਿਰੰਤਰ ਪਹੁੰਚ ਜਾਂ ਵਰਤੋਂ ਨਵੀਂ ਗੋਪਨੀਅਤਾ ਨੀਤੀ ਦੀ ਤੁਹਾਡੀ ਸਵੀਕ੍ਰਿਤੀ ਦਾ ਗਠਨ ਕਰਦੀ ਹੈ। ਜੇ ਤੁਸੀਂ ਨਵੀਂ ਗੋਪਨੀਅਤਾ ਨੀਤੀ ਨਾਲ ਸਹਿਮਤ ਨਹੀਂ ਹੋ, ਤਾਂ ਤੁਹਾਨੂੰ ਸਿਸਟਮ ਨੂੰ ਐਕਸੈਸ ਕਰਨਾ ਅਤੇ/ਜਾਂ ਵਰਤਣਾ ਬੰਦ ਕਰ ਦੇਣਾ ਚਾਹੀਦਾ ਹੈ। ਤੁਸੀਂ ਇਥੇ ਸਵੀਕਾਰ ਕਰਦੇ ਹੋ ਕਿ ਤੁਹਾਡੀ ਜਾਣਕਾਰੀ ਦਾ ਕੋਈ ਵੀ ਸੰਗ੍ਰਹਿ, ਸਟੋਰੇਜ, ਪ੍ਰੋਸੈਸਿੰਗ ਜਾਂ ਹੋਰ ਵਰਤੋਂ ਗੋਪਨੀਅਤਾ ਨੀਤੀ ਦੁਆਰਾ ਨਿਯੰਤਰਿਤ ਕੀਤੀ ਜਾਵੇਗੀ ਜਿਵੇਂ ਕਿ ਅਜਿਹੇ ਸੰਗ੍ਰਹਿ, ਸਟੋਰੇਜ, ਪ੍ਰੋਸੈਸਿੰਗ ਜਾਂ ਹੋਰ ਵਰਤੋਂ ਦੇ ਸਮੇਂ ਲਾਗੂ ਹੁੰਦੀ ਹੈ।"
Support,ਸਹਿਯੋਗ
 14408, 14408
 support-poshantrackr@gov.in, support-poshantrackr@gov.in
Download Mobile App,ਮੋਬਾਈਲ ਐਪ ਡਾਊਨਲੋਡ ਕਰੋ
Powered By,Powered By
About,ਦੇ ਬਾਰੇ
Resources,ਸਰੋਤ
Dashboard,ਡੈਸ਼ਬੋਰਡ
Helpdesk,ਹੈਲਪਡੈਸਕ
FAQ,ਅਕਸਰ ਪੁੱਛੇ ਜਾਣ ਵਾਲੇ ਪ੍ਰਸ਼ਨ
Poshan Calculator,ਪੋਸ਼ਣ ਕੈਲਕੁਲੇਟਰ (ਗਣਨ ਯੰਤਰ)
Terms of Service,ਸੇਵਾ ਦੀਆਂ ਸ਼ਰਤਾਂ
Privacy Policy,ਗੋਪਨੀਅਤਾ ਨੀਤੀ
Careers,ਕਰੀਅਰ
Copyright@2023  Poshan Tracker. All rights reserved,Copyright@2023  Poshan Tracker. All rights reserved
 You need to enable JavaScript to run this app., You need to enable JavaScript to run this app.
Poshan Helpline:,Poshan Helpline:
14408,14408
JanAndolan,JanAndolan
ABHA (Health ID),ABHA ( ਸਵਾਸਥ ਆਈ ਡੀ)
Language,ਭਾਸ਼ਾ
About,ਦੇ ਬਾਰੇ
Resources,ਸਰੋਤ
Resources,ਸਰੋਤ
Vaccination Schedule,ਟੀਕਾਕਰਨ ਅਨੁਸੂਚੀ
Dashboard,ਡੈਸ਼ਬੋਰਡ
Dashboard,ਡੈਸ਼ਬੋਰਡ
Mission Utkarsh,Mission Utkarsh
Helpdesk,ਹੈਲਪਡੈਸਕ
Beneficiary Redressal,ਲਾਭਪਾਤਰੀ ਨਿਵਾਰਣ
State Helpdesk,ਸਟੇਟ ਹੈਲਪਡੈਸਕ
FAQ,ਅਕਸਰ ਪੁੱਛੇ ਜਾਣ ਵਾਲੇ ਪ੍ਰਸ਼ਨ
Poshan Calculator,ਪੋਸ਼ਣ ਕੈਲਕੁਲੇਟਰ (ਗਣਨ ਯੰਤਰ)
Login,ਲਾਗਇਨ
