en,ml
"Authorized organizations shall not re-distribute any data that they are able to access through the API/ No-code webpage integration and shall ensure that integration of all such data shall compulsorily be limited to the specific services provided by Poshan Tracker. Under no circumstances, shall an organization use the data collected as part of the Poshan Abhiyaan of the Government for any purposes other than the purposes specified herein, and as may be permitted by the government.","അംഗീകൃത ഓർഗനൈസേഷനുകൾ API/ നോ-കോഡ് വെബ്‌പേജ് ഇന്റഗ്രേഷൻ വഴി ആക്‌സസ് ചെയ്യാൻ കഴിയുന്ന ഒരു ഡാറ്റയും വീണ്ടും വിതരണം ചെയ്യില്ല, കൂടാതെ അത്തരം എല്ലാ ഡാറ്റയുടെയും സംയോജനം പോഷൻ ട്രാക്കർ നൽകുന്ന നിർദ്ദിഷ്ട സേവനങ്ങളിൽ നിർബന്ധമായും പരിമിതപ്പെടുത്തിയിരിക്കുന്നുവെന്ന് ഉറപ്പാക്കുകയും ചെയ്യും. ഒരു കാരണവശാലും, ഗവൺമെന്റിന്റെ പോഷൻ അഭിയാന്റെ ഭാഗമായി ശേഖരിക്കുന്ന ഡാറ്റ ഇവിടെ വ്യക്തമാക്കിയിട്ടുള്ളതും സർക്കാർ അനുവദിച്ചേക്കാവുന്നതുമായ ആവശ്യങ്ങൾക്കല്ലാതെ ഒരു സ്ഥാപനം ഉപയോഗിക്കാൻ പാടില്ല."
"XIII. COMPLIANCE WITH LAW, THIRD PARTY RIGHTS, AND OTHER TERMS OF SERVICE","XIII. നിയമം, മൂന്നാം കക്ഷി അവകാശങ്ങൾ, മറ്റ് സേവന നിബന്ധനകൾ എന്നിവ പാലിക്കൽ"
"The authorized organizations will comply with all applicable laws, regulation, policies and third-party rights (including and without limitation, any laws regarding the import or export of data or software, privacy, and local laws) established by Government of India. These organizations will not use the APIs/ No-code webpage integration to encourage or promote illegal activity or violation of third-party rights including these Terms with Poshan Tracker.","അംഗീകൃത ഓർഗനൈസേഷനുകൾ ബാധകമായ എല്ലാ നിയമങ്ങളും നിയന്ത്രണങ്ങളും നയങ്ങളും മൂന്നാം കക്ഷി അവകാശങ്ങളും (പരിമിതികളില്ലാതെ, ഡാറ്റ അല്ലെങ്കിൽ സോഫ്റ്റ്‌വെയറിന്റെ ഇറക്കുമതി അല്ലെങ്കിൽ കയറ്റുമതി സംബന്ധിച്ച ഏതെങ്കിലും നിയമങ്ങൾ, സ്വകാര്യത, പ്രാദേശിക നിയമങ്ങൾ) എന്നിവയ്ക്ക് അനുസൃതമായി പ്രവർത്തിക്കും. പോഷൻ ട്രാക്കറുമായുള്ള ഈ നിബന്ധനകൾ ഉൾപ്പെടെയുള്ള നിയമവിരുദ്ധമായ പ്രവർത്തനം അല്ലെങ്കിൽ മൂന്നാം കക്ഷി അവകാശങ്ങളുടെ ലംഘനം പ്രോത്സാഹിപ്പിക്കാനോ പ്രോത്സാഹിപ്പിക്കാനോ ഈ ഓർഗനൈസേഷനുകൾ API-കൾ/കോഡ് നോ-കോഡ് വെബ്‌പേജ് സംയോജനം ഉപയോഗിക്കില്ല."
XIV. CORRECTNESS OF DATA PROVIDED BY THIRD PARTY SYSTEMS,XIV. മൂന്നാം കക്ഷി സംവിധാനങ്ങൾ നൽകുന്ന ഡാറ്റയുടെ കൃത്യത
"The ASPs collecting data from Poshan Tracker and displaying to users shall be solely responsible for the correctness of such data and any liability arising out of any data so provided, shall completely rest with such third party. Any liabilities civil or criminal, arising out of any incorrect data, shall solely lie with the concerned ASP.","പോഷൻ ട്രാക്കറിൽ നിന്ന് ഡാറ്റ ശേഖരിക്കുകയും ഉപയോക്താക്കൾക്ക് പ്രദർശിപ്പിക്കുകയും ചെയ്യുന്ന എഎസ്പിമാർ അത്തരം ഡാറ്റയുടെ കൃത്യതയ്ക്കും അങ്ങനെ നൽകിയിട്ടുള്ള ഏതെങ്കിലും ഡാറ്റയിൽ നിന്ന് ഉണ്ടാകുന്ന ഏതെങ്കിലും ബാധ്യതയ്ക്കും പൂർണ്ണമായും ഉത്തരവാദിയായിരിക്കും, അത് അത്തരം മൂന്നാം കക്ഷിയിൽ പൂർണ്ണമായും നിക്ഷിപ്തമായിരിക്കും. ഏതെങ്കിലും തെറ്റായ ഡാറ്റയിൽ നിന്ന് ഉണ്ടാകുന്ന ഏതെങ്കിലും സിവിൽ അല്ലെങ്കിൽ ക്രിമിനൽ ബാധ്യതകൾ ബന്ധപ്പെട്ട എഎസ്പിയിൽ മാത്രമായിരിക്കും."
XV. INDEMNITY AND LIMITATION OF LIABILITY,XV. നഷ്ടപരിഹാരവും ബാധ്യതയുടെ പരിമിതിയും
"You agree to defend, indemnify and hold harmless Poshan Tracker and its affiliates, its officers, directors, employees and agents, from and against any and all claims, damages, obligations, losses, liabilities, costs or debt, and expenses including but not limited to attorneys fees relating to any allegation or third-party legal proceeding to the extent arising from:","നിരുപദ്രവകാരിയായ പോഷൻ ട്രാക്കറും അതിന്റെ അഫിലിയേറ്റുകളും, അതിന്റെ ഓഫീസർമാർ, ഡയറക്ടർമാർ, ജീവനക്കാർ, ഏജന്റുമാർ എന്നിവരിൽ നിന്നും എല്ലാ ക്ലെയിമുകൾ, നാശനഷ്ടങ്ങൾ, ബാധ്യതകൾ, നഷ്ടങ്ങൾ, ബാധ്യതകൾ, ചെലവുകൾ അല്ലെങ്കിൽ കടം, ചെലവുകൾ എന്നിവയ്‌ക്ക് എതിരെ പ്രതിരോധിക്കാനും നഷ്ടപരിഹാരം നൽകാനും കൈവശം വയ്ക്കാനും നിങ്ങൾ സമ്മതിക്കുന്നു. ഏതെങ്കിലും ആരോപണവുമായി ബന്ധപ്പെട്ട അറ്റോർണി ഫീസ് അല്ലെങ്കിൽ മൂന്നാം കക്ഷി നിയമ നടപടികളിൽ നിന്ന് ഉണ്ടാകുന്ന പരിധി വരെ:"
Your use of and access to the Site and Service;,സൈറ്റിലേക്കും സേവനത്തിലേക്കും നിങ്ങളുടെ ഉപയോഗവും പ്രവേശനവും;
Your violation of any term of this Agreement;,ഈ കരാറിന്റെ ഏതെങ്കിലും വ്യവസ്ഥയുടെ നിങ്ങളുടെ ലംഘനം;
"Your violation of any third party right, including without limitation, any copyright, property, or privacy right; or","പരിമിതികളില്ലാതെ, ഏതെങ്കിലും പകർപ്പവകാശം, സ്വത്ത് അല്ലെങ്കിൽ സ്വകാര്യത അവകാശം എന്നിവയുൾപ്പെടെ ഏതെങ്കിലും മൂന്നാം കക്ഷി അവകാശത്തിന്റെ നിങ്ങളുടെ ലംഘനം; അഥവാ"
Any claim that your User Content caused damage to a third party. This defense and indemnification obligation will survive this Agreement and your use of the Service and Website/App.,നിങ്ങളുടെ ഉപയോക്തൃ ഉള്ളടക്കം ഒരു മൂന്നാം കക്ഷിക്ക് കേടുപാടുകൾ വരുത്തിയെന്ന ഏതൊരു അവകാശവാദവും. ഈ പ്രതിരോധവും നഷ്ടപരിഹാര ബാധ്യതയും ഈ കരാറിനെയും നിങ്ങളുടെ സേവനത്തിന്റെയും വെബ്‌സൈറ്റിന്റെയും/ആപ്പിന്റെയും ഉപയോഗത്തെയും അതിജീവിക്കും.
XVI. JURISDICTION,XVI. അധികാരപരിധി
Your use of the Site and any dispute arising out of such use of the Site is subject to the laws of India and place of jurisdiction shall be New Delhi.,നിങ്ങളുടെ സൈറ്റിന്റെ ഉപയോഗവും സൈറ്റിന്റെ അത്തരം ഉപയോഗത്തിൽ നിന്ന് ഉണ്ടാകുന്ന തർക്കങ്ങളും ഇന്ത്യയുടെ നിയമങ്ങൾക്കും അധികാരപരിധിയിലുള്ള സ്ഥലത്തിനും വിധേയമാണ്.
