en,gu
,"2. અન્ય બાબતોની સાથે, ઓળખની ચકાસણી, નિવારણ, શોધ, તપાસ, કાર્યવાહી અથવા કોઈપણ ગુના અથવા ઘટનાઓની સજાના હેતુ માટે લાગુ કાયદા અનુસાર કોઈપણ યોગ્ય સરકારી એજન્સી દ્વારા વિનંતી કરવામાં આવી છે."
,3.2. કાનૂની જાહેરાતો.
,"અમે કાનૂની વિનંતી, સબપોના અથવા અન્ય કાનૂની પ્રક્રિયાના જવાબમાં તમારી માહિતીને ઍક્સેસ, સાચવી અને શેર કરી શકીએ છીએ અથવા જો અમને સદ્ભાવનાથી વિશ્વાસ હોય કે (1) છેતરપિંડી અથવા ગેરકાયદેસર પ્રવૃત્તિઓ અંગે તપાસ, અટકાવવા અથવા પગલાં લેવા માટે જાહેરાત વ્યાજબી રીતે જરૂરી છે."
,અથવા સરકારી અમલીકરણ એજન્સીઓને મદદ કરવા; (2) તમારી સાથેના અમારા કરારો લાગુ કરો; (3) કોઈપણ તૃતીય-પક્ષના દાવાઓ અથવા આરોપો સામે તપાસ કરો અને પોતાનો બચાવ કરો; (4) અમારી સેવાઓની સુરક્ષા અથવા અખંડિતતાનું રક્ષણ કરો (જેમ કે સમાન જોખમોનો સામનો કરતી કંપનીઓ સાથે શેર કરીને); અથવા (5) કોઈપણ વ્યક્તિના અધિકારો અને સલામતીનો ઉપયોગ કરવો અથવા તેનું રક્ષણ કરવું.
,4. રીટેન્શન
,"નોંધણી સમયે કલમ 1 હેઠળ તમારી પાસેથી એકત્રિત કરવામાં આવેલી તમામ અંગત માહિતી જ્યાં સુધી તમારો રેકોર્ડ અસ્તિત્વમાં રહેશે ત્યાં સુધી જાળવી રાખવામાં આવશે અને જો કલમ 2 હેઠળ કોઈપણ તબીબી અથવા વહીવટી હસ્તક્ષેપ શરૂ કરવામાં આવ્યા હોય, તો નીચેની કલમ 4(b) ને આધીન હોય, જેમ કે તે પછીનો સમયગાળો જેમ કે આવા હસ્તક્ષેપો પૂર્ણ કરવા માટે જરૂરી છે."
,"કલમ 1 હેઠળ એકત્રિત કરવામાં આવેલી તમામ વ્યક્તિગત માહિતી એપ્લિકેશન સર્વર પર જાળવી રાખવામાં આવશે, તે હદ સુધી કે આવી માહિતી ઇવેન્ટ માટે નોંધાયેલા લોકો સાથે સંબંધિત છે."
,"અહીં દર્શાવેલ કંઈપણ પોશન ટ્રેકરના નોંધાયેલા વપરાશકર્તાઓના વ્યક્તિગત ડેટા અથવા આવા ડેટાસેટ્સનો ઉપયોગ કરીને બનાવેલા કોઈપણ અહેવાલો, હીટ મેપ્સ અથવા અન્ય વિઝ્યુલાઇઝેશન દ્વારા જનરેટ કરાયેલા અનામી, એકીકૃત ડેટાસેટ્સ પર લાગુ થશે નહીં."
,5. અધિકારો
,"નોંધાયેલ વપરાશકર્તા તરીકે, તમને કોઈપણ સમયે તમારી પ્રોફાઇલને ઍક્સેસ કરવાનો અધિકાર છે."
,"તેમ છતાં, ફેરફારો ફક્ત પોશન ટ્રેકર સિસ્ટમ દ્વારા સમયાંતરે સૂચવ્યા મુજબ જ કરી શકાય છે."
,તમે અમારી પાસેથી મેળવેલા સંદેશાવ્યવહારને અથવા તમે તેને કેવી રીતે પ્રાપ્ત કરો છો તેનું સંચાલન કરી શકતા નથી.
,6. ડેટા સુરક્ષા
,"પોશાન ટ્રેકર પ્લેટફોર્મ તમારી પ્રાઇવસી અને વ્યક્તિગત માહિતીને નુકસાન, દુરુપયોગ, અનધિકૃત ઍક્સેસ, જાહેરાત, વિનાશ અને લાગુ કાયદાઓના પાલનમાં માહિતીના ફેરફારથી સુરક્ષિત કરવા માટે વાજબી સુરક્ષા પગલાં અને સલામતી ધરાવે છે."
,"વધુમાં, જ્યારે પણ તમે સિસ્ટમ પર તમારું એકાઉન્ટ અથવા તેને લગતી કોઈપણ માહિતી બદલો છો અથવા ઍક્સેસ કરો છો, ત્યારે અમે સુરક્ષિત સર્વરનો ઉપયોગ ઓફર કરીએ છીએ."
,"તે વધુ સ્પષ્ટ કરવામાં આવે છે કે જ્યાં સુધી તમે સિસ્ટમને ઍક્સેસ કરો છો અને/અથવા તેનો ઉપયોગ કરો છો (પ્રત્યક્ષ અથવા પરોક્ષ રીતે), તે સુનિશ્ચિત કરવાની જવાબદારી તમારી છે કે તમે, દરેક સમયે, તમારા અંતે, પૂરતા ભૌતિક, સંચાલકીય અને તકનીકી સુરક્ષાઓ લેશો."
